gene name_V4,NU0,NU4,NU8,NU12,NU16,NU20,NU24,NU28,NU32,NU36,NU40,NU44,NU48,NU52,NU56,NU60,NU64,NU68,NU72,NU78,NU84,NU90,NU96,NU102,NU108,NU114,NU120,NU126,NU132,NU138,NU144,em10,em12,em14,em16,em18,em20,em22,em24,em26,em28,em30,em32,em34,em36,em38,en6,en8,en10,en12,en14,en16,en18,en20,en22,en24,en26,en28,en30,en32,en34,en36,en38,s0,s2,s3,s4,s6,s8,s10,s12,s14,s16,s18,s20,s22,s24,s26,s28,s30,s32,s34,s36,s38,Anthers,Cob1,Cob2,Ear1,Ear2,Leaf1,Leaf2,Leaf3,Leaf4,Leaf5,Leaf6,Leaf7,Pollen,Roots,SAM1,SAM2,Shoots,Silk,Tassel1,Tassel2,Tassel3,Tassel4,Tassel5
Zm00001d042315,6.54 ,9.84 ,13.14 ,3.30 ,0.00 ,10.28 ,24.03 ,4.89 ,19.07 ,3.11 ,2.74 ,0.00 ,0.00 ,0.00 ,0.00 ,28.76 ,1.99 ,3.20 ,2.29 ,7.92 ,3.19 ,10.21 ,5.54 ,16.19 ,3.44 ,0.00 ,4.58 ,7.58 ,0.00 ,11.22 ,11.46 ,4.09 ,5.17 ,0.00 ,1.57 ,0.00 ,0.00 ,0.00 ,3.54 ,0.00 ,2.97 ,0.00 ,0.00 ,2.04 ,1.83 ,0.00 ,6.43 ,0.00 ,4.61 ,1.96 ,4.21 ,1.46 ,3.48 ,9.86 ,6.01 ,0.00 ,14.70 ,2.11 ,1.45 ,4.81 ,0.00 ,6.84 ,0.00 ,5.24 ,0.00 ,31.70 ,10.98 ,13.54 ,10.72 ,9.83 ,6.10 ,4.14 ,2.19 ,5.31 ,6.94 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,39.29 ,116.07 ,121.70 ,57.40 ,52.32 ,2.15 ,5.62 ,1.50 ,3.90 ,6.34 ,1.61 ,0.00 ,2.66 ,16.38 ,36.72 ,31.50 ,1.49 ,49.28 ,61.31 ,70.03 ,54.66 ,58.21 ,75.04 
Zm00001d036425,0.50 ,0.49 ,0.18 ,0.51 ,0.78 ,0.36 ,1.03 ,0.20 ,0.72 ,0.38 ,0.45 ,0.26 ,0.38 ,0.07 ,0.76 ,0.03 ,0.50 ,0.11 ,0.15 ,0.18 ,0.17 ,0.38 ,0.25 ,0.25 ,0.27 ,0.23 ,0.10 ,0.25 ,0.26 ,0.65 ,0.41 ,0.00 ,0.45 ,1.14 ,2.09 ,1.46 ,1.81 ,3.25 ,4.27 ,6.56 ,5.21 ,5.17 ,3.80 ,7.03 ,3.82 ,4.16 ,1.51 ,1.09 ,2.14 ,4.64 ,7.28 ,8.52 ,7.91 ,9.08 ,10.17 ,10.94 ,7.29 ,4.47 ,5.91 ,1.60 ,3.88 ,2.31 ,0.54 ,3.25 ,4.81 ,3.68 ,1.59 ,1.58 ,0.47 ,2.26 ,4.44 ,4.58 ,4.10 ,4.34 ,4.03 ,5.96 ,4.42 ,5.76 ,1.84 ,2.99 ,1.53 ,3.07 ,1.91 ,2.25 ,281.92 ,29.14 ,12.42 ,26.64 ,26.10 ,0.08 ,0.10 ,0.00 ,0.33 ,0.00 ,0.17 ,0.09 ,23.82 ,1.04 ,0.00 ,0.00 ,0.42 ,147.77 ,0.23 ,0.36 ,0.27 ,903.37 ,840.42 
Zm00001d044899,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.31 ,0.00 ,0.00 ,0.00 ,8.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.55 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.86 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.14 ,0.00 ,0.00 ,0.00 ,0.97 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,13.61 ,0.00 ,0.00 ,1.52 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.60 ,1.27 ,0.00 ,0.00 ,0.00 ,1.04 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,12.71 ,5.53 ,3.61 ,4.63 ,61.47 ,16.10 ,18.62 ,5.59 ,8.07 ,27.45 ,29.93 ,1.27 ,10.95 ,55.18 ,66.95 ,22.78 ,0.00 ,4.83 ,4.73 ,0.00 ,0.00 ,7.54 
Zm00001d027317,30.83 ,19.52 ,16.11 ,24.05 ,22.34 ,34.15 ,26.78 ,27.35 ,22.65 ,23.60 ,18.72 ,25.77 ,23.30 ,15.95 ,20.20 ,21.43 ,19.54 ,16.89 ,21.60 ,15.40 ,13.78 ,13.92 ,11.82 ,14.03 ,17.05 ,19.77 ,21.11 ,15.27 ,23.81 ,26.96 ,22.53 ,20.95 ,26.56 ,22.09 ,18.91 ,20.64 ,21.12 ,18.12 ,14.99 ,10.00 ,13.93 ,14.16 ,16.48 ,8.56 ,11.33 ,8.49 ,30.25 ,30.94 ,5.82 ,2.74 ,2.36 ,2.70 ,1.84 ,1.73 ,2.37 ,2.19 ,1.94 ,0.96 ,1.08 ,2.62 ,3.21 ,2.83 ,2.14 ,20.07 ,27.87 ,30.66 ,25.27 ,28.02 ,25.89 ,11.42 ,6.46 ,5.79 ,7.73 ,4.99 ,6.64 ,5.32 ,4.33 ,4.73 ,6.03 ,8.62 ,9.50 ,5.98 ,7.88 ,5.03 ,1.67 ,68.71 ,61.21 ,72.53 ,72.24 ,22.48 ,18.22 ,5.05 ,3.13 ,9.64 ,40.57 ,41.48 ,0.13 ,22.18 ,38.79 ,41.61 ,21.91 ,9.86 ,47.94 ,45.40 ,45.96 ,15.96 ,15.22 
Zm00001d038812,8.05 ,6.43 ,5.19 ,6.32 ,8.24 ,11.45 ,6.95 ,8.34 ,7.61 ,6.60 ,5.56 ,7.92 ,7.10 ,6.03 ,3.92 ,7.32 ,4.36 ,4.32 ,5.75 ,4.27 ,4.46 ,5.78 ,3.42 ,3.15 ,4.58 ,5.89 ,7.17 ,4.22 ,9.46 ,9.25 ,6.72 ,3.72 ,1.75 ,3.23 ,3.50 ,3.74 ,3.80 ,3.80 ,4.43 ,2.31 ,4.15 ,5.56 ,4.27 ,3.04 ,3.64 ,3.91 ,5.82 ,3.72 ,3.15 ,1.61 ,1.47 ,2.02 ,2.01 ,1.94 ,1.43 ,1.85 ,1.64 ,1.35 ,1.76 ,2.98 ,4.34 ,2.88 ,3.06 ,3.59 ,4.23 ,4.96 ,2.41 ,3.61 ,3.24 ,2.56 ,1.59 ,1.60 ,2.84 ,2.40 ,2.17 ,3.83 ,2.50 ,2.95 ,5.79 ,3.02 ,5.42 ,3.97 ,7.20 ,5.73 ,0.14 ,1.76 ,2.06 ,10.56 ,9.54 ,0.73 ,0.73 ,0.66 ,0.62 ,0.79 ,6.93 ,6.32 ,0.00 ,0.75 ,8.50 ,10.26 ,0.65 ,0.39 ,10.41 ,9.59 ,10.04 ,2.13 ,0.63 
Zm00001d031061,4.72 ,4.91 ,5.16 ,4.44 ,6.29 ,4.43 ,3.71 ,5.10 ,4.65 ,3.72 ,4.22 ,4.39 ,5.25 ,5.18 ,3.83 ,4.44 ,5.44 ,3.79 ,4.47 ,2.88 ,2.73 ,4.25 ,3.69 ,2.93 ,3.61 ,5.56 ,4.47 ,3.28 ,3.99 ,5.83 ,4.18 ,12.56 ,7.18 ,5.65 ,5.76 ,4.52 ,4.52 ,5.25 ,3.55 ,3.89 ,4.58 ,3.50 ,3.26 ,1.68 ,2.06 ,2.37 ,1.94 ,2.20 ,0.25 ,0.16 ,0.15 ,0.14 ,0.38 ,0.05 ,0.26 ,0.15 ,0.07 ,0.10 ,0.13 ,0.31 ,0.23 ,0.46 ,0.51 ,7.97 ,6.93 ,8.02 ,3.78 ,3.43 ,2.58 ,0.85 ,0.83 ,0.76 ,0.74 ,0.85 ,1.10 ,0.79 ,0.66 ,0.80 ,1.19 ,1.79 ,1.52 ,1.94 ,1.29 ,1.64 ,0.16 ,48.06 ,34.53 ,27.64 ,24.52 ,14.89 ,2.92 ,1.36 ,0.39 ,2.08 ,15.12 ,14.49 ,0.00 ,5.46 ,17.77 ,17.46 ,3.57 ,4.11 ,22.71 ,21.92 ,22.71 ,1.77 ,1.45 
Zm00001d045507,6.28 ,5.12 ,3.90 ,7.89 ,6.12 ,7.92 ,9.75 ,9.14 ,12.99 ,7.31 ,9.47 ,5.97 ,6.36 ,6.88 ,5.30 ,3.61 ,5.53 ,2.47 ,4.61 ,2.27 ,1.05 ,1.80 ,1.27 ,0.96 ,1.37 ,3.25 ,2.82 ,2.64 ,5.19 ,5.81 ,3.77 ,4.23 ,2.03 ,0.10 ,0.25 ,0.26 ,0.00 ,0.21 ,0.49 ,0.19 ,0.16 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.24 ,0.67 ,0.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.55 ,0.29 ,0.52 ,0.17 ,0.08 ,0.37 ,0.00 ,0.04 ,0.08 ,0.06 ,0.07 ,0.07 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.05 ,0.00 ,38.41 ,31.06 ,20.61 ,20.53 ,18.34 ,0.00 ,0.00 ,0.00 ,0.00 ,13.76 ,18.05 ,0.03 ,2.33 ,25.66 ,20.55 ,3.63 ,0.04 ,23.68 ,22.08 ,20.93 ,0.12 ,0.00 
Zm00001d037274,31.21 ,21.09 ,18.22 ,25.53 ,26.24 ,39.33 ,42.62 ,29.81 ,30.99 ,28.24 ,21.33 ,29.03 ,23.86 ,21.18 ,19.12 ,23.72 ,21.08 ,18.57 ,23.44 ,19.37 ,17.73 ,18.18 ,14.61 ,14.79 ,16.59 ,16.81 ,19.43 ,13.32 ,19.81 ,23.36 ,17.67 ,39.33 ,38.25 ,31.85 ,30.44 ,32.42 ,26.23 ,25.44 ,23.58 ,19.79 ,19.71 ,24.30 ,23.23 ,17.73 ,27.28 ,22.29 ,25.89 ,27.21 ,15.63 ,9.98 ,6.34 ,8.95 ,8.07 ,5.22 ,5.41 ,5.91 ,3.96 ,3.64 ,5.51 ,6.26 ,7.71 ,6.65 ,4.10 ,28.55 ,35.31 ,31.98 ,26.76 ,20.66 ,27.61 ,18.10 ,9.12 ,9.42 ,13.90 ,11.61 ,11.38 ,14.69 ,9.02 ,10.89 ,12.93 ,12.69 ,19.01 ,13.00 ,16.82 ,15.96 ,0.57 ,26.83 ,24.23 ,32.50 ,30.95 ,13.09 ,6.72 ,2.70 ,1.22 ,2.73 ,31.86 ,29.85 ,0.08 ,12.28 ,32.31 ,34.65 ,13.14 ,8.12 ,25.92 ,23.29 ,24.42 ,7.21 ,4.92 
Zm00001d052288,11.82 ,9.84 ,4.86 ,8.21 ,12.88 ,17.21 ,19.25 ,14.62 ,18.99 ,12.43 ,11.22 ,9.82 ,9.08 ,11.27 ,6.89 ,9.12 ,7.28 ,4.22 ,7.67 ,4.66 ,2.54 ,3.58 ,3.35 ,1.64 ,2.07 ,2.71 ,2.52 ,1.96 ,3.56 ,4.95 ,3.58 ,18.53 ,12.57 ,13.19 ,9.31 ,10.54 ,8.54 ,6.07 ,3.36 ,2.28 ,3.11 ,1.05 ,0.51 ,0.43 ,0.18 ,0.00 ,5.68 ,4.97 ,0.66 ,0.19 ,0.05 ,0.10 ,0.05 ,0.36 ,0.05 ,0.00 ,0.00 ,0.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.79 ,8.83 ,5.13 ,2.11 ,1.61 ,2.78 ,0.89 ,0.70 ,0.43 ,1.27 ,1.04 ,0.60 ,0.55 ,0.12 ,0.52 ,0.25 ,0.00 ,0.08 ,0.72 ,0.00 ,0.12 ,0.00 ,17.98 ,15.55 ,22.61 ,20.93 ,5.90 ,0.00 ,0.00 ,0.00 ,0.05 ,20.72 ,20.13 ,0.06 ,1.96 ,19.21 ,20.11 ,3.78 ,0.00 ,15.16 ,15.12 ,17.13 ,0.13 ,0.19 
Zm00001d016737,7.78 ,8.51 ,6.87 ,7.66 ,10.36 ,11.57 ,10.26 ,8.91 ,8.64 ,9.65 ,7.77 ,7.91 ,8.64 ,6.82 ,7.67 ,7.86 ,7.61 ,6.56 ,8.26 ,6.51 ,5.12 ,7.28 ,5.70 ,4.17 ,6.28 ,8.11 ,7.37 ,5.38 ,8.16 ,9.03 ,7.57 ,8.62 ,6.52 ,5.84 ,3.91 ,3.72 ,5.62 ,7.10 ,5.68 ,3.61 ,5.82 ,5.70 ,4.90 ,4.11 ,4.29 ,3.63 ,9.29 ,10.82 ,5.85 ,3.11 ,2.21 ,2.85 ,3.52 ,2.71 ,2.25 ,3.00 ,1.13 ,1.41 ,2.48 ,2.38 ,1.79 ,2.32 ,1.25 ,4.70 ,4.95 ,6.84 ,4.03 ,5.39 ,6.78 ,5.29 ,3.41 ,2.20 ,4.83 ,4.34 ,3.62 ,5.64 ,2.67 ,3.68 ,4.68 ,2.34 ,2.81 ,1.81 ,3.30 ,1.81 ,0.48 ,7.76 ,5.28 ,9.03 ,8.65 ,1.99 ,0.32 ,0.16 ,0.41 ,1.17 ,5.36 ,5.21 ,0.21 ,3.92 ,8.54 ,9.14 ,2.38 ,1.02 ,8.67 ,8.54 ,8.37 ,1.59 ,2.16 
Zm00001d004512,6.65 ,6.00 ,5.28 ,6.59 ,7.17 ,9.24 ,6.74 ,6.80 ,6.43 ,6.53 ,6.24 ,6.42 ,5.88 ,6.34 ,4.92 ,5.68 ,5.91 ,5.63 ,5.96 ,5.05 ,4.53 ,6.43 ,4.98 ,4.26 ,5.59 ,6.06 ,5.66 ,5.57 ,7.06 ,7.19 ,5.14 ,5.51 ,6.81 ,4.67 ,3.68 ,3.67 ,4.84 ,5.11 ,5.18 ,4.02 ,4.09 ,5.33 ,4.11 ,2.81 ,4.09 ,3.14 ,5.61 ,4.98 ,6.13 ,3.02 ,1.67 ,2.60 ,3.04 ,2.75 ,1.96 ,3.06 ,2.81 ,0.76 ,2.38 ,1.83 ,2.56 ,1.52 ,2.57 ,6.55 ,4.97 ,5.12 ,3.90 ,4.61 ,5.09 ,4.70 ,2.70 ,2.40 ,4.74 ,2.79 ,3.70 ,4.23 ,2.34 ,3.00 ,2.62 ,2.43 ,3.30 ,2.68 ,3.75 ,2.95 ,0.16 ,6.34 ,6.25 ,8.58 ,7.21 ,1.34 ,1.15 ,1.32 ,1.33 ,2.54 ,4.50 ,4.01 ,0.03 ,3.90 ,7.68 ,7.66 ,3.38 ,4.42 ,8.34 ,7.45 ,7.40 ,2.33 ,1.11 
Zm00001d050664,3.55 ,3.12 ,3.11 ,4.19 ,6.41 ,5.05 ,5.99 ,4.93 ,5.72 ,4.25 ,4.54 ,4.73 ,4.95 ,3.91 ,3.05 ,3.77 ,3.96 ,3.44 ,2.11 ,2.30 ,3.18 ,3.01 ,2.82 ,2.36 ,3.08 ,4.37 ,4.43 ,2.66 ,6.21 ,6.23 ,5.13 ,5.93 ,6.03 ,4.30 ,2.65 ,5.75 ,2.66 ,5.82 ,5.65 ,2.81 ,3.95 ,2.41 ,3.34 ,1.56 ,2.39 ,2.25 ,9.56 ,6.76 ,5.02 ,2.15 ,1.25 ,0.89 ,2.57 ,2.79 ,2.16 ,2.44 ,0.71 ,0.63 ,2.23 ,1.50 ,0.64 ,1.33 ,0.29 ,5.27 ,2.80 ,5.26 ,3.26 ,4.71 ,6.50 ,3.41 ,1.82 ,1.89 ,3.75 ,2.90 ,2.29 ,3.35 ,2.27 ,2.43 ,1.89 ,1.09 ,1.73 ,2.52 ,1.25 ,0.22 ,0.17 ,4.21 ,4.09 ,8.73 ,9.85 ,1.90 ,0.26 ,0.09 ,0.12 ,0.38 ,5.26 ,5.78 ,0.12 ,1.25 ,6.60 ,6.32 ,1.41 ,1.74 ,7.69 ,6.56 ,7.36 ,1.21 ,0.42 
Zm00001d017986,8.75 ,7.66 ,3.96 ,6.40 ,5.13 ,6.66 ,11.31 ,5.84 ,10.28 ,5.24 ,5.53 ,6.08 ,4.55 ,4.39 ,4.68 ,5.97 ,4.67 ,3.06 ,6.86 ,3.53 ,2.03 ,2.44 ,2.47 ,1.79 ,1.93 ,2.89 ,3.42 ,3.64 ,3.59 ,3.89 ,5.62 ,32.22 ,22.78 ,23.46 ,13.94 ,9.91 ,9.42 ,3.80 ,2.19 ,0.63 ,1.34 ,0.27 ,0.18 ,0.03 ,0.08 ,0.00 ,3.66 ,3.95 ,0.80 ,0.21 ,0.06 ,0.18 ,0.21 ,0.25 ,0.07 ,0.17 ,0.11 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.75 ,9.71 ,7.72 ,3.31 ,5.20 ,4.97 ,1.44 ,0.69 ,0.99 ,1.48 ,1.68 ,0.97 ,0.26 ,0.50 ,0.48 ,0.12 ,0.00 ,0.17 ,0.40 ,0.07 ,0.21 ,0.00 ,15.13 ,15.90 ,8.72 ,9.49 ,3.15 ,0.26 ,0.00 ,0.00 ,0.05 ,15.34 ,14.43 ,0.00 ,0.73 ,9.56 ,9.49 ,2.93 ,0.07 ,5.88 ,5.78 ,6.05 ,0.00 ,0.05 
Zm00001d031009,37.79 ,31.46 ,27.94 ,30.26 ,30.27 ,37.82 ,39.31 ,33.54 ,35.21 ,39.08 ,33.36 ,32.17 ,29.29 ,27.49 ,27.29 ,30.69 ,25.37 ,25.75 ,28.76 ,22.23 ,19.90 ,28.61 ,23.75 ,22.54 ,21.87 ,34.05 ,35.71 ,27.95 ,35.30 ,32.99 ,35.54 ,101.22 ,80.37 ,95.56 ,64.26 ,74.61 ,62.21 ,47.62 ,44.68 ,20.33 ,22.98 ,13.34 ,6.94 ,4.25 ,2.59 ,2.84 ,40.55 ,31.78 ,14.40 ,8.50 ,7.66 ,16.23 ,12.91 ,16.17 ,11.03 ,15.26 ,9.61 ,10.42 ,10.04 ,3.64 ,8.45 ,5.54 ,1.04 ,19.66 ,20.17 ,23.55 ,15.16 ,21.66 ,23.78 ,12.17 ,9.28 ,7.92 ,15.52 ,15.89 ,16.71 ,13.94 ,14.49 ,15.29 ,10.12 ,3.41 ,2.96 ,3.00 ,4.37 ,2.19 ,1.42 ,63.09 ,65.27 ,71.58 ,68.39 ,13.49 ,1.61 ,0.12 ,0.33 ,0.12 ,36.47 ,34.38 ,1.11 ,13.64 ,59.24 ,63.68 ,13.17 ,8.01 ,59.29 ,61.64 ,64.03 ,17.05 ,9.63 
Zm00001d034872,18.91 ,16.71 ,15.31 ,20.03 ,20.60 ,27.94 ,37.89 ,21.99 ,32.73 ,22.06 ,20.44 ,16.63 ,14.74 ,14.89 ,12.67 ,13.65 ,12.43 ,8.52 ,10.53 ,7.47 ,5.02 ,8.04 ,7.41 ,5.28 ,5.54 ,8.68 ,7.96 ,6.88 ,10.65 ,12.31 ,8.98 ,34.13 ,19.83 ,8.68 ,10.55 ,10.13 ,5.29 ,7.66 ,7.31 ,6.63 ,7.67 ,2.55 ,1.80 ,4.00 ,3.64 ,6.19 ,15.70 ,11.09 ,3.65 ,0.74 ,0.21 ,0.62 ,0.84 ,0.66 ,1.08 ,0.55 ,0.68 ,0.15 ,0.54 ,0.26 ,0.31 ,0.70 ,0.93 ,12.10 ,8.96 ,7.18 ,3.38 ,5.56 ,8.81 ,4.18 ,1.66 ,1.36 ,1.46 ,0.90 ,2.31 ,1.53 ,1.47 ,0.63 ,0.43 ,2.95 ,0.90 ,2.66 ,1.52 ,2.86 ,0.08 ,17.37 ,15.95 ,28.82 ,28.77 ,7.77 ,1.85 ,3.59 ,5.52 ,2.50 ,13.06 ,14.28 ,0.04 ,3.29 ,31.07 ,31.43 ,5.91 ,1.10 ,22.01 ,24.14 ,24.33 ,0.96 ,0.40 
Zm00001d052621,40.84 ,38.03 ,36.77 ,39.69 ,42.86 ,48.31 ,43.68 ,41.89 ,46.09 ,43.59 ,40.17 ,45.88 ,36.66 ,34.23 ,33.31 ,35.33 ,37.16 ,35.50 ,41.26 ,42.05 ,41.09 ,41.28 ,36.16 ,36.64 ,43.14 ,32.52 ,36.73 ,31.08 ,39.69 ,38.31 ,38.83 ,45.65 ,65.01 ,55.70 ,54.82 ,51.79 ,58.30 ,55.34 ,38.80 ,37.78 ,44.09 ,51.03 ,59.05 ,54.50 ,60.06 ,58.24 ,52.34 ,72.53 ,74.07 ,60.67 ,46.03 ,42.99 ,42.63 ,49.21 ,39.00 ,48.62 ,43.05 ,32.78 ,46.17 ,40.16 ,43.52 ,46.79 ,37.10 ,57.59 ,67.27 ,68.64 ,78.27 ,87.85 ,89.28 ,93.47 ,80.88 ,59.31 ,70.67 ,58.05 ,53.45 ,60.91 ,43.18 ,63.23 ,49.13 ,40.22 ,50.48 ,32.00 ,47.06 ,40.67 ,19.08 ,43.92 ,44.45 ,39.42 ,37.01 ,33.67 ,15.36 ,18.11 ,23.90 ,13.75 ,40.32 ,35.99 ,0.91 ,51.58 ,37.78 ,40.26 ,40.05 ,40.91 ,34.92 ,43.52 ,43.36 ,53.63 ,40.30 
Zm00001d026684,0.63 ,0.26 ,0.21 ,0.62 ,0.68 ,0.85 ,0.81 ,0.70 ,0.92 ,0.41 ,0.84 ,0.62 ,0.47 ,0.62 ,0.56 ,0.76 ,0.95 ,0.45 ,0.85 ,0.38 ,0.43 ,0.71 ,0.18 ,0.35 ,0.89 ,0.53 ,0.42 ,1.28 ,0.69 ,0.44 ,0.66 ,1.51 ,2.88 ,1.03 ,2.42 ,1.58 ,2.16 ,2.07 ,0.67 ,0.43 ,1.09 ,0.30 ,0.32 ,0.27 ,0.00 ,0.06 ,0.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.04 ,0.00 ,0.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.11 ,0.40 ,0.23 ,0.09 ,0.55 ,0.44 ,0.20 ,0.00 ,0.00 ,0.08 ,0.10 ,0.10 ,0.10 ,0.00 ,0.08 ,0.15 ,0.00 ,0.29 ,0.26 ,0.49 ,0.00 ,0.22 ,0.33 ,9.28 ,4.61 ,13.44 ,15.23 ,2.64 ,1.87 ,0.00 ,0.12 ,0.00 ,6.02 ,5.99 ,0.04 ,1.73 ,13.09 ,11.28 ,1.17 ,0.18 ,6.85 ,6.59 ,6.17 ,2.48 ,1.61 
Zm00001d038801,2.66 ,3.22 ,3.43 ,2.55 ,2.38 ,3.37 ,3.64 ,4.22 ,4.60 ,2.74 ,3.93 ,3.12 ,2.59 ,2.76 ,2.28 ,2.52 ,3.61 ,2.76 ,3.78 ,2.37 ,1.74 ,1.98 ,2.07 ,3.13 ,2.27 ,1.80 ,2.34 ,3.12 ,3.17 ,4.43 ,3.49 ,4.31 ,10.20 ,3.43 ,8.15 ,9.12 ,4.11 ,6.45 ,6.67 ,6.73 ,8.36 ,4.29 ,4.22 ,7.24 ,4.00 ,9.48 ,5.59 ,1.57 ,0.42 ,0.29 ,0.21 ,0.51 ,0.00 ,0.00 ,0.25 ,0.22 ,0.52 ,0.19 ,0.29 ,0.38 ,0.45 ,1.12 ,1.78 ,1.68 ,0.79 ,1.43 ,1.74 ,0.72 ,2.02 ,1.13 ,0.88 ,0.79 ,0.76 ,0.98 ,1.11 ,0.84 ,1.18 ,1.67 ,1.55 ,4.35 ,4.64 ,3.20 ,1.58 ,5.27 ,2.95 ,0.96 ,1.42 ,0.25 ,0.22 ,13.44 ,0.46 ,0.72 ,0.77 ,7.69 ,5.13 ,6.13 ,0.49 ,1.35 ,0.78 ,0.92 ,2.21 ,1.29 ,0.06 ,0.11 ,0.06 ,60.97 ,42.54 
Zm00001d022525,4.52 ,2.49 ,2.65 ,2.89 ,2.97 ,3.64 ,4.09 ,4.05 ,4.25 ,2.79 ,3.23 ,3.58 ,3.58 ,3.86 ,3.11 ,2.67 ,3.50 ,2.94 ,4.53 ,2.03 ,1.86 ,2.08 ,2.18 ,2.01 ,1.84 ,2.09 ,2.96 ,1.76 ,2.74 ,2.39 ,3.46 ,8.13 ,7.05 ,5.80 ,7.88 ,5.93 ,4.86 ,7.77 ,5.91 ,3.98 ,4.66 ,2.92 ,1.43 ,2.23 ,1.43 ,1.16 ,6.86 ,6.54 ,8.72 ,6.93 ,4.86 ,7.93 ,5.95 ,8.61 ,10.80 ,7.68 ,4.39 ,3.45 ,4.43 ,2.79 ,3.20 ,2.46 ,3.29 ,8.16 ,4.53 ,4.15 ,2.71 ,4.39 ,6.20 ,7.88 ,9.41 ,7.78 ,9.19 ,6.81 ,9.62 ,8.71 ,6.44 ,7.84 ,4.22 ,3.24 ,1.15 ,0.78 ,2.37 ,1.44 ,4.73 ,20.73 ,17.14 ,10.92 ,10.31 ,19.59 ,26.61 ,48.92 ,58.56 ,60.04 ,10.17 ,11.60 ,0.10 ,13.77 ,8.76 ,7.25 ,30.29 ,2.67 ,14.53 ,14.38 ,12.05 ,10.08 ,10.31 
Zm00001d041831,15.27 ,12.68 ,11.68 ,18.82 ,14.64 ,20.41 ,14.77 ,16.86 ,12.34 ,14.27 ,12.35 ,11.92 ,11.85 ,13.09 ,11.90 ,11.01 ,10.96 ,10.68 ,14.05 ,11.81 ,8.50 ,9.97 ,8.82 ,8.88 ,9.52 ,9.35 ,11.10 ,11.18 ,13.76 ,14.19 ,15.25 ,18.63 ,16.34 ,18.99 ,20.44 ,19.87 ,14.99 ,16.54 ,19.01 ,13.82 ,14.16 ,22.44 ,18.05 ,15.73 ,32.87 ,22.37 ,16.78 ,12.44 ,2.11 ,4.27 ,4.37 ,3.85 ,7.52 ,5.67 ,4.95 ,4.71 ,5.67 ,5.14 ,4.49 ,7.85 ,11.06 ,10.44 ,10.68 ,16.98 ,20.30 ,19.65 ,16.94 ,16.05 ,13.52 ,8.54 ,7.82 ,7.30 ,9.34 ,7.88 ,9.28 ,15.73 ,8.74 ,18.17 ,22.38 ,21.88 ,22.63 ,13.11 ,17.15 ,16.63 ,21.22 ,25.92 ,31.44 ,19.94 ,19.63 ,43.36 ,22.58 ,16.39 ,10.02 ,18.99 ,57.05 ,56.42 ,7.27 ,40.71 ,21.89 ,21.70 ,36.71 ,26.04 ,24.17 ,25.68 ,21.63 ,33.02 ,29.84 
